	Source	Length	Incompatibility Group	Predicted Plasmid/ICE	Phylum
20287_6_53_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20287_6_53.24	Genome Set	40129	N/A	ICE	Bacteroidetes
UMGS1972_SRR3992959_bin.45_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_33018_length_2206_cov_22.471583	Genome Set	2206	N/A	ICE	Bacteroidetes
UMGS288_SRR5579983_bin.99_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_1751_length_18305_cov_5.936471	Genome Set	18305	N/A	ICE	Bacteroidetes
20298_3_63_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_.20298_3_63.4	Genome Set	320309	N/A	ICE	Bacteroidetes
UMGS1826_ERR1305891_bin.67_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_950_length_23722_cov_5.498627	Genome Set	23722	N/A	ICE	Firmicutes
12718_7_49_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Enterobacter_.12718_7_49.23	Genome Set	69006	IncFII	Plasmid	Proteobacteria
13470_2_65_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.13470_2_65.16	Genome Set	161537	N/A	ICE	Bacteroidetes
UMGS1339_SRR5558100_bin.10_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_325_length_27077_cov_4.002148	Genome Set	27077	N/A	ICE	Actinobacteria
UMGS1685_ERR1305900_bin.95_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_291_length_75340_cov_16.065059	Genome Set	75340	N/A	ICE	Firmicutes
UMGS403_ERR1913011_bin.11_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_153_length_48236_cov_5.928395	Genome Set	48236	N/A	ICE	Firmicutes
14207_7_90_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_90.35	Genome Set	31344	N/A	N/A	Firmicutes
UMGS1416_ERR321433_bin.7_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_539_length_12957_cov_2.88134	Genome Set	12957	N/A	N/A	Bacteroidetes
UMGS119_ERR1620292_bin.17_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_NODE_1237_length_14870_cov_15.408977	Genome Set	14870	N/A	ICE	Firmicutes
NZ_JH414698.1_Subdoligranulum_sp._4_3_54A2FAA_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	1096723	N/A	ICE	Firmicutes
11861_6_58_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.11861_6_58.24	Genome Set	46691	N/A	ICE	Firmicutes
13414_6_3_Firmicutes_Clostridia_Clostridiales_NA_NA_.13414_6_3.3	Genome Set	425215	N/A	ICE	Firmicutes
20298_3_39_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_39.26	Genome Set	29755	N/A	ICE	Firmicutes
NZ_KE150406.1_Lachnospiraceae_bacterium_3_1_57FAA_CT1_acsNU-supercont1.2__whole_genome_shotgun_sequence	Genome Set	1273477	N/A	ICE	Firmicutes
UMGS469_SRR5275479_bin.2_Bacteroidetes_Bacteroidia_Bacteroidales_NA_NA_NODE_58_length_98640_cov_29.364680	Genome Set	98640	N/A	N/A	Bacteroidetes
UMGS1968_ERR414319_bin.56_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_8061_length_3538_cov_2.834912	Genome Set	3538	N/A	N/A	Firmicutes
20287_6_37_Firmicutes_Clostridia_Clostridiales_NA_NA_.20287_6_37.3	Genome Set	209387	N/A	ICE	Firmicutes
20287_6_9_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20287_6_9.6	Genome Set	355753	N/A	ICE	Bacteroidetes
14207_6_2_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_.14207_6_2.66	Genome Set	6092	N/A	N/A	Bacteroidetes
NZ_GL882606.1_Bacteroides_fluxus_YIT_12057_genomic_scaffold_Scfld5__whole_genome_shotgun_sequence	Genome Set	152390	N/A	ICE	Bacteroidetes
UMGS145_ERR1620270_bin.10_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_84_length_78997_cov_26.691305	Genome Set	78997	N/A	ICE	Bacteroidetes
NZ_GG730300.1_Citrobacter_youngae_ATCC_29220_Scfld1__whole_genome_shotgun_sequence	Genome Set	814885	N/A	ICE	Proteobacteria
UMGS1433_SRR6028647_bin.11_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_6_length_105194_cov_10.154291	Genome Set	105194	N/A	ICE	Bacteroidetes
20298_3_63_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_.20298_3_63.7	Genome Set	141575	N/A	ICE	Bacteroidetes
UMGS491_SRR5275479_bin.22_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_197_length_46463_cov_6.251745	Genome Set	46463	N/A	N/A	Firmicutes
NZ_KE993512.1_Clostridium_sp._ATCC_29733_genomic_scaffold_Scaffold1__whole_genome_shotgun_sequence	Genome Set	257832	N/A	ICE	Firmicutes
NZ_JH992944.1_Bacteroides_oleiciplenus_YIT_12058_genomic_scaffold_supercont1.5__whole_genome_shotgun_sequence	Genome Set	764228	N/A	ICE	Bacteroidetes
UMGS1064_ERR321174_bin.8_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_NODE_4174_length_2456_cov_3.7651	Genome Set	2456	N/A	N/A	Bacteroidetes
NZ_FMIZ01000007.1_Ruminococcus_sp._Marseille-P2976__whole_genome_shotgun_sequence	Genome Set	1698311	N/A	ICE	Firmicutes
UMGS920_SRR6028474_bin.9_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_NODE_161_length_36236_cov_8.092535	Genome Set	36236	N/A	N/A	Firmicutes
UMGS1025_ERR1018185_bin.37_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_22_length_128322_cov_4.594221	Genome Set	128322	N/A	ICE	Bacteroidetes
UMGS83_ERR911953_bin.80_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_23_length_234679_cov_15.062675	Genome Set	234679	N/A	ICE	Firmicutes
UMGS920_SRR6028474_bin.9_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_NODE_7_length_112913_cov_11.356297	Genome Set	112913	N/A	ICE	Firmicutes
21673_4_71_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.21673_4_71.11	Genome Set	106517	N/A	ICE	Firmicutes
20287_6_37_Firmicutes_Clostridia_Clostridiales_NA_NA_.20287_6_37.24	Genome Set	42535	N/A	ICE	Firmicutes
13414_6_2_Firmicutes_Clostridia_Clostridiales_NA_NA_.13414_6_2.7	Genome Set	183902	N/A	ICE	Firmicutes
NZ_GG705174.1_Bacteroides_sp._2_1_22_genomic_scaffold_supercont1.2__whole_genome_shotgun_sequence	Genome Set	1170023	N/A	ICE	Bacteroidetes
UMGS821_ERR525999_bin.11_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_165_length_69863_cov_6.227581	Genome Set	69863	N/A	N/A	Firmicutes
UMGS544_SRR2912792_bin.20_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_350_length_47651_cov_18.464829	Genome Set	47651	N/A	ICE	Firmicutes
UMGS32_ERR1018211_bin.54_Tenericutes_Mollicutes_NA_NA_NA_NODE_215_length_61909_cov_55.451127	Genome Set	61909	N/A	N/A	Tenericutes
NZ_CDGT01000006.1_Mobilicoccus_sp._SIT2_genome_assembly_Mobilicoccus_massiliensis_SIT2__contig_contig00006__whole_genome_shotgun_sequence	Genome Set	4321	N/A	N/A	Actinobacteria
UMGS1205_ERR209515_bin.8_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_507_length_25219_cov_43.399698	Genome Set	25219	N/A	ICE	Bacteroidetes
UMGS2056_SRR1761696_bin.44_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_6735_length_3682_cov_2.862421	Genome Set	3682	N/A	Plasmid	Firmicutes
NZ_LN908964.1_Ruminococcaceae_bacterium_AM2_genome_assembly_Fournierella_massiliensis__scaffold_scaffold00019__whole_genome_shotgun_sequence	Genome Set	861515	N/A	ICE	Firmicutes
NZ_EQ973635.1_Bacteroides_coprophilus_DSM_18228_=_JCM_13818_genomic_scaffold_Scfld7__whole_genome_shotgun_sequence	Genome Set	260923	N/A	ICE	Bacteroidetes
20298_2_7_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20298_2_7.4	Genome Set	653472	N/A	ICE	Bacteroidetes
UMGS430_ERR1190919_bin.16_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_4_length_306386_cov_6.227982	Genome Set	306386	N/A	ICE	Actinobacteria
12718_7_47_Firmicutes_Clostridia_Clostridiales_NA_NA_.12718_7_47.11	Genome Set	29604	N/A	ICE	Firmicutes
UMGS593_ERR911961_bin.38_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_2144_length_14945_cov_9.081464	Genome Set	14945	N/A	ICE	Firmicutes
21673_4_53_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.21673_4_53.2	Genome Set	488635	N/A	ICE	Firmicutes
21673_4_37_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_37.16	Genome Set	61880	N/A	ICE	Firmicutes
21673_4_3_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_3.10	Genome Set	80079	N/A	ICE	Firmicutes
UMGS683_ERR1190910_bin.59_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_NODE_29_length_159983_cov_6.275061	Genome Set	159983	N/A	ICE	Firmicutes
UMGS840_SRR3737012_bin.13_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NODE_13_length_219166_cov_6.314325	Genome Set	219166	N/A	ICE	Bacteroidetes
13414_6_70_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_70.1	Genome Set	304853	N/A	ICE	Firmicutes
NZ_DS499580.1_Alistipes_putredinis_DSM_17216_Scfld_02_10_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	479642	N/A	ICE	Bacteroidetes
21673_4_71_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.21673_4_71.34	Genome Set	31353	N/A	ICE	Firmicutes
NZ_GL538343.1_Faecalibacterium_cf._prausnitzii_KLE1255_genomic_scaffold_Scfld592__whole_genome_shotgun_sequence	Genome Set	92310	N/A	ICE	Firmicutes
13414_6_17_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus_.13414_6_17.3	Genome Set	318967	N/A	ICE	Firmicutes
UMGS57_SRR2155361_bin.23_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_66_length_81507_cov_10.118082	Genome Set	81507	N/A	ICE	Firmicutes
21673_4_37_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_37.4	Genome Set	215716	N/A	ICE	Firmicutes
20427_4_25_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.20427_4_25.13	Genome Set	89232	N/A	ICE	Firmicutes
UMGS1911_ERR911953_bin.70_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_2208_length_18657_cov_3.586550	Genome Set	18657	N/A	ICE	Firmicutes
18048_2_90_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Odoribacter_.18048_2_90.14	Genome Set	110735	N/A	ICE	Bacteroidetes
21673_4_71_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.21673_4_71.19	Genome Set	75918	N/A	ICE	Firmicutes
UMGS658_SRR2155387_bin.7_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_32_length_165016_cov_19.8676	Genome Set	165016	N/A	ICE	Firmicutes
UMGS488_SRR5275456_bin.21_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_NODE_442_length_49732_cov_46.6453	Genome Set	49732	N/A	ICE	Firmicutes
20298_2_31_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_NA_.20298_2_31.5	Genome Set	307045	N/A	ICE	Firmicutes
UMGS785_ERR1297697_bin.13_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_37_length_146970_cov_7.369098	Genome Set	146970	N/A	ICE	Firmicutes
14207_7_70_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_.14207_7_70.5	Genome Set	370362	N/A	ICE	Bacteroidetes
14207_7_89_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_89.25	Genome Set	52065	N/A	ICE	Firmicutes
20287_6_53_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20287_6_53.23	Genome Set	59862	N/A	ICE	Bacteroidetes
NZ_JH414884.1_Citrobacter_freundii_4_7_47CFAA_supercont1.9__whole_genome_shotgun_sequence	Genome Set	611922	rep_cluster_224	ICE	Proteobacteria
UMGS155_ERR688606_bin.32_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_73_length_89728_cov_13.811459	Genome Set	89728	N/A	ICE	Firmicutes
UMGS1255_ERR1578662_bin.19_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_2144_length_5693_cov_4.36201	Genome Set	5693	N/A	Plasmid	Tenericutes
UMGS100_ERR1913101_bin.17_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_37_length_66993_cov_10.251740	Genome Set	66993	N/A	ICE	Bacteroidetes
20298_2_10_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_.20298_2_10.9	Genome Set	79895	N/A	ICE	Firmicutes
14207_7_28_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_28.1	Genome Set	820843	N/A	ICE	Firmicutes
UMGS248_ERR525690_bin.5_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Robinsoniella_NODE_8_length_209524_cov_37.4096	Genome Set	209524	N/A	ICE	Firmicutes
NZ_KE340301.1_Prevotella_oralis_HGA0225_genomic_scaffold_acAqJ-supercont1.1__whole_genome_shotgun_sequence	Genome Set	1311360	N/A	ICE	Bacteroidetes
12718_7_73_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.12718_7_73.18	Genome Set	36296	N/A	ICE	Firmicutes
20298_3_70_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_NA_.20298_3_70.9	Genome Set	170195	N/A	ICE	Tenericutes
13470_2_81_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13470_2_81.11	Genome Set	113568	N/A	ICE	Firmicutes
UMGS340_SRR1761708_bin.14_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_NODE_148_length_45593_cov_6.592406	Genome Set	45593	N/A	ICE	Firmicutes
NZ_GL890556.1_Lachnospiraceae_bacterium_6_1_63FAA_genomic_scaffold_supercont1.9__whole_genome_shotgun_sequence	Genome Set	94685	N/A	ICE	Firmicutes
11861_6_63_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_.11861_6_63.1	Genome Set	836969	N/A	ICE	Bacteroidetes
UMGS1094_SRR5056760_bin.8_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_1804_length_19819_cov_11.156193	Genome Set	19819	N/A	ICE	Actinobacteria
20298_3_34_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_34.4	Genome Set	433599	N/A	ICE	Firmicutes
NZ_HE978648.1_Alistipes_sp._JC50_genomic_scaffold__scaffold00002__whole_genome_shotgun_sequence	Genome Set	1737821	N/A	ICE	Bacteroidetes
13414_6_67_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_67.1	Genome Set	313182	N/A	ICE	Firmicutes
UMGS599_SRR5050586_bin.21_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_112_length_112649_cov_4.761559	Genome Set	112649	N/A	ICE	Firmicutes
13414_6_44_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.13414_6_44.13	Genome Set	84813	N/A	ICE	Firmicutes
UMGS873_ERR1190965_bin.23_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_NODE_697_length_19112_cov_5.101695	Genome Set	19112	N/A	ICE	Firmicutes
13414_6_50_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_.13414_6_50.3	Genome Set	312755	N/A	ICE	Firmicutes
NZ_GL891990.1_Dysgonomonas_gadei_ATCC_BAA-286_genomic_scaffold_supercont1.12__whole_genome_shotgun_sequence	Genome Set	132140	N/A	ICE	Bacteroidetes
13470_2_73_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_.13470_2_73.22	Genome Set	40863	N/A	ICE	Firmicutes
NZ_DS483517.1_Parvimonas_micra_ATCC_33270_Scfld_02_13_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	505805	N/A	ICE	Firmicutes
13414_6_53_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_.13414_6_53.13	Genome Set	86190	N/A	ICE	Firmicutes
NZ_DS264285.1_Eubacterium_ventriosum_ATCC_27560_Scfld0223_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	247920	N/A	N/A	Firmicutes
NZ_DS990134.1_Bacteroides_plebeius_DSM_17135_Scfld_02_17_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	722256	N/A	ICE	Bacteroidetes
14207_6_3_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_.14207_6_3.26	Genome Set	36969	N/A	ICE	Bacteroidetes
13414_6_3_Firmicutes_Clostridia_Clostridiales_NA_NA_.13414_6_3.7	Genome Set	250942	N/A	ICE	Firmicutes
UMGS233_SRR6028305_bin.9_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_1466_length_6844_cov_12.659449	Genome Set	6844	N/A	ICE	Firmicutes
UMGS1899_ERR1913030_bin.47_NA_NA_NA_NA_NA_NODE_8646_length_3247_cov_3.760025	Genome Set	3247	N/A	ICE	NA
UMGS78_ERR1190897_bin.8_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_NODE_83_length_128967_cov_18.979420	Genome Set	128967	N/A	ICE	Firmicutes
NZ_KB905470.1_Bacteroides_salyersiae_WAL_10018_=_DSM_18765_=_JCM_12988_genomic_scaffold_acAqE-supercont1.5__whole_genome_shotgun_sequence	Genome Set	116045	N/A	ICE	Bacteroidetes
UMGS143_ERR688524_bin.28_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_NODE_176_length_74687_cov_7.903031	Genome Set	74687	N/A	ICE	Firmicutes
NZ_EQ973637.1_Bacteroides_coprophilus_DSM_18228_=_JCM_13818_genomic_scaffold_Scfld9__whole_genome_shotgun_sequence	Genome Set	247317	N/A	ICE	Bacteroidetes
13470_2_93_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13470_2_93.32	Genome Set	29126	N/A	ICE	Firmicutes
UMGS1624_ERR688644_bin.6_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_125_length_80515_cov_27.737547	Genome Set	80515	N/A	ICE	Bacteroidetes
20427_4_25_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.20427_4_25.149	Genome Set	502	N/A	Plasmid	Firmicutes
UMGS1531_ERR525788_bin.2_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_331_length_40543_cov_14.387448	Genome Set	40543	N/A	N/A	Firmicutes
UMGS692_ERR1913113_bin.1_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_17_length_93063_cov_10.188199	Genome Set	93063	N/A	ICE	Firmicutes
UMGS1598_ERR414334_bin.22_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_9997_length_3789_cov_4.561061	Genome Set	3789	N/A	N/A	Bacteroidetes
NZ_ABJL02000008.1_Bacteroides_intestinalis_DSM_17393_B_intestinalis-2.0.1_Cont607__whole_genome_shotgun_sequence	Genome Set	3472993	N/A	ICE	Bacteroidetes
UMGS834_ERR1620269_bin.44_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_3312_length_9355_cov_45.272151	Genome Set	9355	N/A	ICE	Firmicutes
18048_2_82_Firmicutes_Clostridia_Clostridiales_NA_NA_.18048_2_82.37	Genome Set	29876	N/A	ICE	Firmicutes
NZ_GL698429.1_Streptococcus_equinus_ATCC_9812_genomic_scaffold_SCAFFOLD1__whole_genome_shotgun_sequence	Genome Set	1382815	N/A	ICE	Firmicutes
UMGS133_ERR209556_bin.16_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_14_length_168382_cov_8.026514	Genome Set	168382	N/A	ICE	Firmicutes
13414_6_15_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_15.17	Genome Set	85325	N/A	ICE	Firmicutes
21673_4_18_Firmicutes_Clostridia_Clostridiales_NA_NA_.21673_4_18.4	Genome Set	233318	N/A	ICE	Firmicutes
8080_1_78_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138176.8080_1_78.22	Genome Set	109239	N/A	ICE	Firmicutes
14207_7_10_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.14207_7_10.2	Genome Set	735448	N/A	ICE	Firmicutes
20298_3_39_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_39.31	Genome Set	17786	N/A	ICE	Firmicutes
UMGS54_SRR3131812_bin.3_Proteobacteria_Gammaproteobacteria_Enterobacteriales_Enterobacteriaceae_Pantoea_NODE_27_length_85418_cov_34.003034	Genome Set	85418	IncFII	Plasmid	Proteobacteria
UMGS695_ERR1913046_bin.9_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_1617_length_10705_cov_4.798028	Genome Set	10705	N/A	ICE	Tenericutes
21673_4_12_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_12.6	Genome Set	244387	N/A	ICE	Firmicutes
UMGS1011_ERR414329_bin.39_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_131_length_55239_cov_5.025913	Genome Set	55239	N/A	ICE	Firmicutes
8080_1_78_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138176.8080_1_78.19	Genome Set	133873	N/A	ICE	Firmicutes
UMGS446_SRR2674235_bin.2_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_1603_length_25338_cov_6.676186	Genome Set	25338	N/A	ICE	Actinobacteria
20298_2_7_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20298_2_7.1	Genome Set	979168	N/A	ICE	Bacteroidetes
14207_7_42_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.14207_7_42.1	Genome Set	308594	N/A	ICE	Firmicutes
NZ_KE161030.1_Cedecea_davisae_DSM_4568_Scaffold0__whole_genome_shotgun_sequence	Genome Set	4876800	N/A	ICE	Proteobacteria
UMGS1625_ERR414305_bin.19_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_265_length_66495_cov_6.951626	Genome Set	66495	N/A	ICE	Firmicutes
20287_6_22_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_.20287_6_22.1	Genome Set	1088099	N/A	ICE	Firmicutes
UMGS1255_ERR1578662_bin.19_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_2430_length_4872_cov_5.54723	Genome Set	4872	N/A	Plasmid	Tenericutes
NZ_DS990260.1_Clostridiales_bacterium_1_7_47_FAA_supercont2.1_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	3013027	N/A	ICE	Firmicutes
8080_1_80_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_ERS138178.8080_1_80.4	Genome Set	191176	N/A	ICE	Tenericutes
NZ_LT559262.1_Alistipes_sp._Marseille-P2431__whole_genome_shotgun_sequence	Genome Set	3788833	N/A	ICE	Bacteroidetes
NZ_GG657587.1_Clostridium_asparagiforme_DSM_15981_genomic_scaffold_Scfld1__whole_genome_shotgun_sequence	Genome Set	823388	N/A	ICE	Firmicutes
UMGS1925_SRR5275467_bin.39_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_1591_length_14138_cov_6.623021	Genome Set	14138	N/A	N/A	Firmicutes
NZ_DS483502.1_Faecalibacterium_prausnitzii_M21_2_Scfld_02_23_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	207415	N/A	ICE	Firmicutes
NZ_KI517369.1_Pseudomonas_sp._HPB0071_genomic_scaffold_aczIi-supercont1.3__whole_genome_shotgun_sequence	Genome Set	318103	N/A	N/A	Proteobacteria
NZ_FCEY01000006.1_Clostridium_sp._AT5_genome_assembly__contig_contig00006__whole_genome_shotgun_sequence	Genome Set	617428	N/A	ICE	Firmicutes
UMGS1733_ERR011115_bin.6_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_12_length_75316_cov_13.895683	Genome Set	75316	N/A	ICE	Bacteroidetes
UMGS1028_SRR341596_bin.15_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_65_length_74596_cov_2.987336	Genome Set	74596	N/A	N/A	Tenericutes
NZ_DS264265.1_Eubacterium_ventriosum_ATCC_27560_Scfld023_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	309531	N/A	ICE	Firmicutes
13414_6_67_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_67.56	Genome Set	630	N/A	N/A	Firmicutes
UMGS660_ERR414279_bin.17_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_NODE_4_length_361249_cov_17.725198	Genome Set	361249	N/A	ICE	Firmicutes
21673_4_18_Firmicutes_Clostridia_Clostridiales_NA_NA_.21673_4_18.13	Genome Set	93938	N/A	ICE	Firmicutes
NZ_GL945333.1_Lachnospiraceae_bacterium_2_1_58FAA_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	409039	N/A	ICE	Firmicutes
20427_4_25_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.20427_4_25.89	Genome Set	2786	N/A	N/A	Firmicutes
NZ_KI391949.1_Ruminococcaceae_bacterium_D16_genomic_scaffold_acsPy-supercont2.3__whole_genome_shotgun_sequence	Genome Set	269907	N/A	ICE	Firmicutes
UMGS1057_SRR6028203_bin.16_Verrucomicrobia_Opitutae_Opitutales_NA_NA_NODE_233_length_28920_cov_31.049818	Genome Set	28920	N/A	ICE	Verrucomicrobia
14207_7_23_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.14207_7_23.63	Genome Set	4891	N/A	Plasmid	Bacteroidetes
